TIME,ROAD_CLASS,DISTRICT,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,INVAGE,INJURY,DRIVACT,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,0
1.0,0.0006041094965410066,0.06077750239129727,-0.0016075869666054166,-0.006874423967516625,-0.023952468633894095,-0.006543446996378124,-0.027537690436753078,0.04234140141700163,0.026710360768515733,-0.005426321223671434,-0.009372111599410952,0.041915240689384736,0.039748937643573914,0.027637944096002637,0.07527633351384232,-0.04968221510601801,-0.028628008403594214,0.0033264881128364605,-0.006055788526042891,-0.07893172907035355,-0.03182194049362014,-0.06388590575857314,-0.08562373212928473,-0.009739081289770786,-0.029705130049710867
0.0006041094965410066,1.0,0.04156604855615377,0.10831113421208075,-0.10815458042299421,-0.0014886850520293622,0.012395083011820842,-0.016525607001346202,0.017109668013839167,-0.0053776415567792875,0.010991144075772109,0.006900162852390018,0.03103208558830056,0.01808745527037035,-0.020350301922972786,0.006582415887325091,-0.017672862488854867,-0.03687852519834523,-0.005929723164528662,-0.04281522852559665,0.03721428135367569,-0.02045004109735218,-0.07352686855848409,-0.008530436058778538,-0.010880777406170918,0.0008264744856662745
0.06077750239129727,0.04156604855615377,1.0,-0.008756492808396453,0.04443405922492828,0.010683775839802448,0.019444058885168394,-0.020649075267517848,0.037377535515114024,0.03682240342527987,0.02225883476029958,0.023987761691421028,0.01371878241653336,-0.15905854597270352,0.09142118890671146,-0.017137615829687588,-0.014582651600380594,-0.05097300593871878,-0.037687878316822854,0.05774645468796513,0.01864270480047797,0.07396030805243231,0.04672414104752879,-0.006490890628299523,0.019932209429049778,0.07347243273594395
-0.0016075869666054166,0.10831113421208075,-0.008756492808396453,1.0,-0.6525227667791792,0.0127633309543271,-0.05664692417599565,0.05055205688540421,-0.01726171364129415,-0.009659119901655133,0.002080503375459727,0.016651332125534147,-0.04682028309768845,-0.04756105862909574,-0.02615961370241237,0.020844285661549486,0.0046156406292899846,-0.012749752612086556,-0.021861775473209402,0.014452284309406064,0.10162969684495132,-0.14258603913655649,-0.20145483671192402,0.06815718070841911,0.03377371149836253,0.037010438599104474
-0.006874423967516625,-0.10815458042299421,0.04443405922492828,-0.6525227667791792,1.0,-0.029067540454915212,0.035864528767686935,-0.0691379442209229,0.033488195972754556,0.010160387527141651,0.024696344937121226,0.0023821907014464133,0.024813100230313967,0.020362691375382894,0.040534232215602366,-0.03367642015671309,0.024523966539518088,-0.010467567512944403,0.018048078603515445,0.01871530696416794,-0.10322639994876216,0.22576275153272712,0.2901183686222364,-0.05511997949492415,-0.032425463190341994,-0.04834889969998975
-0.023952468633894095,-0.0014886850520293622,0.010683775839802448,0.0127633309543271,-0.029067540454915212,1.0,-0.05914764547052029,0.14682225637523183,-0.011222283287132954,-0.011747910713999563,-0.008127067596379847,-0.010890074378085979,0.034589289680543686,-0.05858449130532456,0.012675401643327354,-0.07317758438416,-0.005886968749953183,0.00900300211888816,-0.008556836222598441,-0.007561378259507279,0.05029428335609852,-0.013003392242767885,-0.02258327963156772,0.01832427701702892,-0.014147452783205464,-0.018442400792010476
-0.006543446996378124,0.012395083011820842,0.019444058885168394,-0.05664692417599565,0.035864528767686935,-0.05914764547052029,1.0,-0.027587312310118548,0.059579284577392366,0.03691910476869451,0.03284153037194783,0.033898276562655795,0.01753836708949343,0.04092214563384173,-0.03146446070017377,0.03873063106017323,-0.009519904597528536,0.0468872138148795,0.02919094500965315,-0.01373800870198335,-0.058461923660213286,-0.008844997812605709,-0.005122443067695805,-0.07894388430152253,0.017875380457518936,-0.027682671385996036
-0.027537690436753078,-0.016525607001346202,-0.020649075267517848,0.05055205688540421,-0.0691379442209229,0.14682225637523183,-0.027587312310118548,1.0,-0.0054895028001085994,-0.007095584221298453,0.00897710767760051,-0.00012741871462631165,-0.09296814629153101,-0.002842918217908673,-0.001051276043233672,0.02391995221170386,0.00508987321427217,0.028178548138205965,-0.022374945098205857,0.039313122263096925,0.058250510190162856,0.005384570544091692,0.005973666425457961,0.008710614385755815,0.01488131923411098,-0.016381756809806167
0.04234140141700163,0.017109668013839167,0.037377535515114024,-0.01726171364129415,0.033488195972754556,-0.011222283287132954,0.059579284577392366,-0.0054895028001085994,1.0,0.09548303857511199,-0.026563365181170712,-0.024552167823930198,0.09907014751357816,-0.04147654723423128,0.032955680566984155,-0.042322589084913605,-0.02906867388924463,-0.026251792995576645,0.017515891071005624,-0.012964206643365379,-0.09873499228420812,-0.02296469400999144,-0.005149671748287019,-0.04748148193139467,0.04336147641016308,0.05046135231741522
0.026710360768515733,-0.0053776415567792875,0.03682240342527987,-0.009659119901655133,0.010160387527141651,-0.011747910713999563,0.03691910476869451,-0.007095584221298453,0.09548303857511199,1.0,0.2978783328119181,0.2970989565140077,0.049941418465217345,-0.03495649705708584,0.02029031751693778,-0.0021035438915373897,0.016157143643426092,-0.013562111016773936,0.013256015093227942,0.09097661791160677,0.020412862984532255,0.011502779325340424,0.022162837392897105,-0.015928399580229586,-0.016492659460824288,0.3342949711038168
-0.005426321223671434,0.010991144075772109,0.02225883476029958,0.002080503375459727,0.024696344937121226,-0.008127067596379847,0.03284153037194783,0.00897710767760051,-0.026563365181170712,0.2978783328119181,1.0,0.9185802625648647,-0.14531141014709026,-0.03231025718509682,0.03984605213323291,0.16667431089308157,-0.010963905694936629,-0.060430951293411216,-0.006068445119523864,-0.12893744777409613,0.057282986122965014,0.13653632906882324,0.025483177629374017,0.0053023587599798794,0.03788630583613349,-0.02220385212623991
-0.009372111599410952,0.006900162852390018,0.023987761691421028,0.016651332125534147,0.0023821907014464133,-0.010890074378085979,0.033898276562655795,-0.00012741871462631165,-0.024552167823930198,0.2970989565140077,0.9185802625648647,1.0,-0.13245260873993114,-0.041232834326889845,0.041613344343575324,0.14692966328581997,-0.015222642151690717,-0.0493158018430684,-0.00392159439175932,-0.12566867495236683,0.05775936875053877,0.09798717095997919,0.02282163567117713,0.03545761757468705,0.06274139298591723,0.007231036360184728
0.041915240689384736,0.03103208558830056,0.01371878241653336,-0.04682028309768845,0.024813100230313967,0.034589289680543686,0.01753836708949343,-0.09296814629153101,0.09907014751357816,0.049941418465217345,-0.14531141014709026,-0.13245260873993114,1.0,-0.26910171754620965,-0.10544469923294292,-0.22542059650746196,-0.021519876295847576,0.01666850607283696,-0.01742074008513765,-0.35597413428682073,-0.21181084519048365,-0.17155906222189493,-0.14272758864842397,-0.08985094843583456,-0.10196343990372612,0.09797208010426812
0.039748937643573914,0.01808745527037035,-0.15905854597270352,-0.04756105862909574,0.020362691375382894,-0.05858449130532456,0.04092214563384173,-0.002842918217908673,-0.04147654723423128,-0.03495649705708584,-0.03231025718509682,-0.041232834326889845,-0.26910171754620965,1.0,-0.07136624982348715,-0.0972176354636473,0.011172164519371496,-0.026282903163840996,0.0019165286808221903,-0.16485061267670026,-0.10789850406653924,-0.10262528532582807,-0.06488541078343536,-0.0536710337147433,-0.057071052612528615,-0.07341737899332323
0.027637944096002637,-0.020350301922972786,0.09142118890671146,-0.02615961370241237,0.040534232215602366,0.012675401643327354,-0.03146446070017377,-0.001051276043233672,0.032955680566984155,0.02029031751693778,0.03984605213323291,0.041613344343575324,-0.10544469923294292,-0.07136624982348715,1.0,-0.11450123826532746,-0.36974828816461963,-0.42592652804877684,-0.039724869839998254,0.127955209510774,0.06430531269724571,0.14668333600354552,0.08646161141787428,0.06163623355995525,0.05232361426417337,-0.08497828220002275
